,image,pred,actual,correct,caption
75,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Hooded_Merganser_0048_796749.jpg,1,1,1, an image of a duck flying over a body of water
76,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Pomarine_Jaeger_0077_795739.jpg,1,1,1, a large bird flying over a body of water
77,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Frigatebird_0052_43411.jpg,1,1,1, a bird flying over a body of water with trees in the background
78,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Red_Faced_Cormorant_0054_796301.jpg,1,1,1, a picture of a duck in front of a body of water
79,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Parakeet_Auklet_0039_795955.jpg,1,1,1, a penguin is flying over the edge of a cliff
80,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Ring_Billed_Gull_0009_51301.jpg,1,1,1, a seagull standing on top of a mountain with water in the background
81,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_White_Pelican_0048_95764.jpg,0,1,0, there is a large white bird in the middle of a river
82,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Black_Tern_0034_144106.jpg,1,1,1, a young boy is petting a bird on the shore
83,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Forsters_Tern_0041_149586.jpg,1,1,1, a bird sitting on top of a picnic table near a body of water
84,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Pomarine_Jaeger_0051_795738.jpg,1,1,1, a bird flying in the air near a fence
85,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Western_Meadowlark_0014_78421.jpg,1,1,1, a bird flying over the ocean at sunset with clouds in the background
86,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/land_O_Ring_Billed_Gull_0085_51292.jpg,1,1,1, a statue of a seagull standing in front of a sign
87,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Sooty_Albatross_0010_796355.jpg,1,1,1, a bird flying over a body of water with buildings in the background
88,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Horned_Grebe_0062_34523.jpg,1,1,1, a duck is sitting on top of a rock by the ocean
89,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Western_Gull_0100_54761.jpg,1,1,1, a seagull is standing in front of a water fountain
90,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Western_Grebe_0087_36570.jpg,1,1,1, an image of a duck on ice with people in the background
91,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Gadwall_0047_31360.jpg,1,1,1, a duck flying over a body of water with a bridge in the background
92,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Heermann_Gull_0118_45626.jpg,1,1,1, a picture of a seagull flying over a body of water
93,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Northern_Fulmar_0090_43867.jpg,1,1,1, a woman in a wedding dress holding a seagull
94,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Brown_Pelican_0070_93678.jpg,1,1,1, a large pelican sitting on the side of a road
95,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Herring_Gull_0082_47540.jpg,1,1,1, two ducks are standing in the water next to each other
96,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Ring_Billed_Gull_0016_50392.jpg,1,1,1, a seagull standing on top of a sandy beach
97,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Sooty_Albatross_0042_1210.jpg,1,1,1, a statue of a duck in front of an apartment building
98,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_X_Pied_Billed_Grebe_0013_35882.jpg,0,1,0, an image of a duck in front of a body of water
99,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Artic_Tern_0029_142220.jpg,1,1,1, a white and black bird sitting on top of a body of water
100,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Red_Breasted_Merganser_0079_79519.jpg,1,1,1, a picture of a duck flying over a body of water
101,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Brown_Pelican_0017_94383.jpg,1,1,1, a pelican standing on top of a cliff by the ocean
102,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Laysan_Albatross_0053_543.jpg,1,1,1, a man jumping in the air with a seagull
103,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Red_Legged_Kittiwake_0015_73792.jpg,1,1,1, a picture of a bird flying over a body of water
104,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/land_O_Brown_Pelican_0039_95216.jpg,1,1,1, a woman sitting in a chair with a bird on her head
105,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Least_Tern_0104_152950.jpg,1,1,1, a young girl playing in the water with a bird
106,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Brandt_Cormorant_0079_22874.jpg,1,1,1, an image of a bird with chinese writing on it
107,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Sooty_Albatross_0050_796351.jpg,1,1,1, an image of a bird flying over rocks near the ocean
108,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Pied_Billed_Grebe_0106_35418.jpg,1,1,1, a white bird standing in the water next to a duck
109,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_X_Common_Tern_0037_148048.jpg,1,1,1, a man on a surfboard riding a wave with a seagull
110,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Eastern_Towhee_0134_22624.jpg,1,1,1, two people standing on a beach next to a bird
111,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Gadwall_0050_31223.jpg,1,1,1, a man is throwing a frisbee to a duck
112,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Parakeet_Auklet_0020_795947.jpg,1,1,1, a bird is sitting on the beach next to the ocean
113,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Northern_Fulmar_0045_43581.jpg,1,1,1, a picture of a duck in a snowy forest
114,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Ivory_Gull_0026_49466.jpg,1,1,1, a white bird sitting on top of a body of water
115,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Rhinoceros_Auklet_0042_2101.jpg,1,1,1, a black and white bird sitting in a grassy field
116,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Black_Footed_Albatross_0037_796120.jpg,1,1,1, a bird flying over the ocean with chinese writing on it
117,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Pacific_Loon_0045_75589.jpg,1,1,1, an image of a bird flying over a beach with a waterfall in the background
118,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Laysan_Albatross_0028_643.jpg,1,1,1, a bird swimming in the ocean with people in the background
119,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_X_Horned_Puffin_0035_100690.jpg,0,1,0, a puffin standing in the middle of a puddle of water
120,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Hooded_Merganser_0071_796760.jpg,1,1,1, a duck sits on top of a pile of sticks in the water
121,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_X_Forsters_Tern_0095_152067.jpg,1,1,1, a woman in a bikini with a bird on her arm
122,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Laysan_Albatross_0080_821.jpg,1,1,1, a bird is flying over a body of water
123,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Frigatebird_0073_43038.jpg,1,1,1, a bird flying over a body of water with buildings in the background
124,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_White_Pelican_0046_96888.jpg,1,1,1, a man holding a large white pelican by the water
125,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Ivory_Gull_0085_49456.jpg,1,1,1, a white bird flying over a body of water with clouds in the background
126,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Western_Meadowlark_0115_77882.jpg,1,1,1, a yellow and black bird with chinese writing on it
127,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Least_Tern_0029_154064.jpg,1,1,1, a white bird is standing on the beach at sunset
128,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/land_O_Western_Meadowlark_0111_78674.jpg,0,1,0, a yellow and black bird is standing in the grass
129,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Eastern_Towhee_0129_22358.jpg,1,1,1, a small boat with a bird on it traveling down a river
130,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Ring_Billed_Gull_0089_51348.jpg,1,1,1, a ballet dancer poses with a seagull in front of a body of water
131,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Long_Tailed_Jaeger_0025_60937.jpg,1,1,1, a woman standing on top of a mountain looking at a bird
132,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Western_Meadowlark_0096_77901.jpg,1,1,1, a person flying a kite on the beach next to a mountain
133,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Glaucous_Winged_Gull_0007_44575.jpg,1,1,1, a seagull flying in the air with chinese writing on it
134,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_White_Pelican_0083_95840.jpg,1,1,1, a large bird with its wings spread out in the water
135,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Pacific_Loon_0008_75428.jpg,1,1,1, an image of a bird sitting on top of a rock at sunset
136,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_X_Western_Wood_Pewee_0077_98133.jpg,1,1,1, a bird sitting on top of a stone wall by the ocean
137,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/land_O_Pied_Billed_Grebe_0023_35687.jpg,1,1,1, a bird is perched on top of a tree in the forest
138,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Long_Tailed_Jaeger_0063_797073.jpg,1,1,1, a seagull flying over a city at night
139,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Brown_Pelican_0128_94059.jpg,1,1,1, a picture of a bird flying in front of a sunset
140,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Hooded_Merganser_0087_78972.jpg,1,1,1, a black and white duck is laying on the beach
141,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Hooded_Merganser_0072_78973.jpg,1,1,1, a duck sitting on a wooden fence next to a pond
142,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Forsters_Tern_0029_151228.jpg,1,1,1, a white bird sitting on a branch next to a body of water
143,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Western_Gull_0011_53713.jpg,1,1,1, a seagull standing on top of a rock by the ocean
144,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_X_Glaucous_Winged_Gull_0101_44718.jpg,0,1,0, a seagull standing next to a pond with a bridge in the background
145,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Rhinoceros_Auklet_0034_797497.jpg,1,1,1, an image of a duck in front of a bridge at sunset
146,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Mallard_0078_76238.jpg,1,1,1, a duck standing on top of a surfboard in the ocean
147,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Least_Tern_0128_153732.jpg,1,1,1, a white bird standing on top of a grassy field
148,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/Waterbirds/val/waterbird/water_O_Pigeon_Guillemot_0089_40008.jpg,1,1,1, a duck flying over a pond with trees in the background
