,image,pred,actual,correct,caption
29,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0121_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a mountain road with a deer on the side of the road
30,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0165_bg-country_co_occur_obj-country.jpg,0,0,1, a red suv driving down a dirt road next to a wooded area
31,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0020_bg-country_co_occur_obj-country.jpg,0,0,1, a picture of a car flying through the air
32,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0358_bg-country_co_occur_obj-country.jpg,1,0,0, an image of a car and a sheep on a fence
33,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0427_bg-country_co_occur_obj-country.jpg,0,0,1, a truck is parked on a dirt road next to a horse
34,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0378_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a road with a bull on the side of the road
35,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0147_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a dirt road in the middle of a field
36,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0439_bg-country_co_occur_obj-country.jpg,0,0,1, an orange jeep driving down a road next to palm trees
37,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0404_bg-country_co_occur_obj-country.jpg,0,0,1, a cow jumping over a car on a road
38,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0432_bg-country_co_occur_obj-country.jpg,0,0,1, a red truck driving down a road with a sheep on the side of the road
39,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0056_bg-country_co_occur_obj-country.jpg,0,0,1, a blue truck driving down a country road with a dog chasing it
40,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0391_bg-country_co_occur_obj-country.jpg,0,0,1, a car is driving down a road in the woods
41,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0316_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a deer on the side of the road
42,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0395_bg-country_co_occur_obj-country.jpg,0,0,1, a white van driving down a dirt road next to a cow
43,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0440_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road past a fallen tree
44,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0466_bg-country_co_occur_obj-urban.jpg,0,0,1, a car is parked on a dirt road next to a fire hydrant
45,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0397_bg-country_co_occur_obj-country.jpg,1,0,0, a suv is parked in a field next to a herd of cows
46,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0251_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a truck and a sheep in the desert
47,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0346_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a jeep and a sheep on a road
48,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0210_bg-country_co_occur_obj-country.jpg,0,0,1, a van driving down a road with an animal on the side of the road
49,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0088_bg-country_co_occur_obj-country.jpg,0,0,1, a red suv is parked on a beach next to a cow
50,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0030_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a deer on the side of the road
51,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0219_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road next to a field of sheep
52,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0111_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a sheep flying over it
53,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0087_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road with a horse in the background
54,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0481_bg-urban_co_occur_obj-country.jpg,1,0,0, a car is parked on top of a house
55,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0323_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a sheep on the side of the road
56,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0442_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road next to a goat
57,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0230_bg-country_co_occur_obj-country.jpg,0,0,1, a blue truck driving down a dirt road next to a duck
58,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0386_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a road with a sheep on the side of the road
59,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0239_bg-country_co_occur_obj-country.jpg,0,0,1, a white van driving down a mountain road with a sheep on the side of the road
60,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0315_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road next to a fence
61,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0448_bg-country_co_occur_obj-country.jpg,0,0,1, a black suv is parked on a dirt road next to a sheep
62,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0381_bg-country_co_occur_obj-country.jpg,0,0,1, a red truck driving through a tunnel with a cow in front of it
63,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0317_bg-country_co_occur_obj-country.jpg,1,0,0, a car driving down a road with a dog on the side of the road
64,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0318_bg-country_co_occur_obj-country.jpg,0,0,1, a red suv is flying through the air over a road
65,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0135_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a horse on the side of the road
66,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0383_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a goat on the side of the road
67,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0357_bg-country_co_occur_obj-country.jpg,0,0,1, a car is driving down a road in the desert
68,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0032_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a horse on the side of the road
69,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0159_bg-country_co_occur_obj-country.jpg,0,0,1, a black and white photo of a truck flying in the air
70,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0288_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a car driving down a road with a sign that says route 66
71,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0095_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a road next to a cow
72,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0366_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a snowy road with a goat on the side of the road
73,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0233_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a car and a horse on a foggy road
74,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0227_bg-country_co_occur_obj-country.jpg,0,0,1, a truck is driving down a dirt road next to a horse
75,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0195_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a van and a sheep flying in the air
76,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0215_bg-country_co_occur_obj-country.jpg,0,0,1, a jeep is parked next to a tree and a sheep
77,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0076_bg-country_co_occur_obj-country.jpg,1,0,0, a red truck driving down a dirt road next to a beach
78,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0322_bg-country_co_occur_obj-country.jpg,0,0,1, a van driving down a dirt road next to a horse
79,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0428_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road with mountains in the background
80,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0376_bg-country_co_occur_obj-country.jpg,0,0,1, a picture of a car and a sheep on a road
81,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0142_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a car driving down a road in the desert
82,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0021_bg-country_co_occur_obj-country.jpg,0,0,1, a jeep driving down a snowy road with a sheep in the air
83,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0200_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a snowy road with a deer on the side of the road
84,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0436_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving through a forest with snow on the ground
85,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0424_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a road with a cow on the side of the road
86,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0347_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving through a forest with a bull in the road
87,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0491_bg-urban_co_occur_obj-country.jpg,0,0,1, a red suv is parked in a narrow alley
88,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0402_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a snowy road with a cow standing on the side of the road
89,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0330_bg-country_co_occur_obj-country.jpg,0,0,1, a white van driving down a road in the woods
90,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0433_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a road in the woods
91,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0154_bg-country_co_occur_obj-country.jpg,0,0,1, a suv is parked on the side of the road next to a bison
92,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0156_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a goat on the side of the road
93,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0341_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a sheep on the side of the road
94,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0299_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a car driving down a road at night
95,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0287_bg-country_co_occur_obj-country.jpg,0,0,1, a jeep is driving down a dirt road in the desert
96,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0297_bg-country_co_occur_obj-country.jpg,0,0,1, a white van driving down a dirt road next to a bull
97,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0377_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road next to a horse
98,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0261_bg-country_co_occur_obj-country.jpg,0,0,1, a black suv is driving down a country road
99,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0482_bg-urban_co_occur_obj-country.jpg,0,0,1, a car driving over a bridge at night with a city in the background
100,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0199_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road next to a horse
101,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0224_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a yellow suv driving down a road
102,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0242_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road next to a chicken
103,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0265_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a horse on the side of the road
104,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0027_bg-country_co_occur_obj-country.jpg,0,0,1, a white car parked in front of a stone bridge
105,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0157_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road next to a cow
106,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0333_bg-country_co_occur_obj-country.jpg,0,0,1, a white sports car is flying in the air
107,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0469_bg-country_co_occur_obj-urban.jpg,0,0,1, a car driving down a road next to a fence
108,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0052_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a road with a cow on the side of the road
109,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0425_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a zebra on the side of the road
110,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0204_bg-country_co_occur_obj-country.jpg,1,0,0, a red car driving down a snowy road next to a bull
111,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0445_bg-country_co_occur_obj-country.jpg,0,0,1, a red van driving down a desert road with a giraffe on the side of the road
112,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0314_bg-country_co_occur_obj-country.jpg,1,0,0, a car driving down a winding road with trees on either side
113,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0040_bg-country_co_occur_obj-country.jpg,0,0,1, a painting of a truck and a cow on a dirt road
114,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0042_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road in the woods
115,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0484_bg-urban_co_occur_obj-country.jpg,1,0,0, a white truck that is on top of a pole
116,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0123_bg-country_co_occur_obj-country.jpg,0,0,1, a picture of a car on a road near a fence
117,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0248_bg-country_co_occur_obj-country.jpg,0,0,1, a picture of a truck and a sheep on a road
118,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0332_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a sheep following behind it
119,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0109_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a cow on the side of the road
120,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0189_bg-country_co_occur_obj-country.jpg,0,0,1, a white van is parked on the side of a road
121,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0208_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road next to a cow
122,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0285_bg-country_co_occur_obj-country.jpg,0,0,1, a white van is driving down a road surrounded by trees
123,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0380_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a dirt road in the woods
124,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0398_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a dirt road next to a horse
125,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0435_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a cow on the side of the road
126,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0438_bg-country_co_occur_obj-country.jpg,0,0,1, a car and a sheep on a dirt road
127,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0470_bg-country_co_occur_obj-urban.jpg,0,0,1, a truck driving down a dirt road in a field
128,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0296_bg-country_co_occur_obj-country.jpg,0,0,1, a jeep driving down a dirt road in the woods
129,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0178_bg-country_co_occur_obj-country.jpg,0,0,1, a truck is flying over a horse and a lighthouse
130,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0350_bg-country_co_occur_obj-country.jpg,0,0,1, a car that is driving down a road next to some bushes
131,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0107_bg-country_co_occur_obj-country.jpg,0,0,1, an image of a car driving down a road with a bear on the side of the road
132,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0460_bg-country_co_occur_obj-urban.jpg,1,0,0, an orange jeep is jumping over a stop sign
133,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0045_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road in the desert
134,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0173_bg-country_co_occur_obj-country.jpg,0,0,1, a blue suv driving down a snow covered road
135,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0018_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a road with a camel standing on the side of the road
136,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0328_bg-country_co_occur_obj-country.jpg,0,0,1, a picture of a car and a cow in the desert
137,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0355_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a road with a deer on the side of the road
138,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0091_bg-country_co_occur_obj-country.jpg,0,0,1, a van driving down a road with a sheep on the side of the road
139,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0451_bg-country_co_occur_obj-urban.jpg,0,0,1, a picture of a jeep on a road with trees in the background
140,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0394_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a dirt road next to a fence
141,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0416_bg-country_co_occur_obj-country.jpg,0,0,1, a white suv driving down a dirt road next to a cow
142,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0127_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a road next to a sign
143,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0446_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a winding road with a horse on the side of the road
144,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0161_bg-country_co_occur_obj-country.jpg,0,0,1, a truck and a horse on a road with mountains in the background
145,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0193_bg-country_co_occur_obj-country.jpg,0,0,1, a red truck is driving on a road in the middle of nowhere
146,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0160_bg-country_co_occur_obj-country.jpg,0,0,1, a picture of a car and a bull on a fence
147,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0190_bg-country_co_occur_obj-country.jpg,0,0,1, a van is driving down a snowy road in the woods
148,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0468_bg-country_co_occur_obj-urban.jpg,0,0,1, a car driving down a dirt road next to a fire hydrant
149,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0164_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a dirt road next to some cows
150,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0241_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a dirt road in a field
151,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0231_bg-country_co_occur_obj-country.jpg,0,0,1, a car driving down a road with a rainbow in the background
152,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0102_bg-country_co_occur_obj-country.jpg,0,0,1, a red truck driving down a road with a sheep in front of it
153,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0363_bg-country_co_occur_obj-country.jpg,0,0,1, a blue suv driving down a dirt road next to a cow
154,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0003_bg-country_co_occur_obj-country.jpg,0,0,1, a white truck driving down a dirt road next to a cow
155,/home/pureblackkkk/my_volume/concept-lime-data/vis_dataset/UrbanCars/val/country/0069_bg-country_co_occur_obj-country.jpg,0,0,1, a truck driving down a mountain road with a sheep on the side of the road
